"GAME_ID","GAME_DATE","SEASON_TYPE","MATCHUP","HOME_TEAM","AWAY_TEAM","nh","j3210","j45"
"0020800295",2008-12-06,"Regular Season","UTA @ PHX","Phoenix Suns","Utah Jazz","j3210",1268,508
"0020800295",2008-12-06,"Regular Season","UTA @ PHX","Phoenix Suns","Utah Jazz","j45",101,1003
"0020800296",2008-12-06,"Regular Season","DEN @ SAC","Sacramento Kings","Denver Nuggets","j3210",1186,560
"0020800296",2008-12-06,"Regular Season","DEN @ SAC","Sacramento Kings","Denver Nuggets","j45",348,786
"0020800297",2008-12-07,"Regular Season","DET @ NYK","New York Knicks","Detroit Pistons","j3210",619,292
"0020800297",2008-12-07,"Regular Season","DET @ NYK","New York Knicks","Detroit Pistons","j45",921,1048
"0020800298",2008-12-07,"Regular Season","POR @ TOR","Toronto Raptors","Portland Trail Blazers","j3210",971,181
"0020800298",2008-12-07,"Regular Season","POR @ TOR","Toronto Raptors","Portland Trail Blazers","j45",387,1341
"0020800299",2008-12-07,"Regular Season","BOS @ IND","Indiana Pacers","Boston Celtics","j3210",991,876
"0020800299",2008-12-07,"Regular Season","BOS @ IND","Indiana Pacers","Boston Celtics","j45",159,854
"0020800301",2008-12-08,"Regular Season","CHA @ MIA","Miami Heat","Charlotte Bobcats","j3210",1007,60
"0020800301",2008-12-08,"Regular Season","CHA @ MIA","Miami Heat","Charlotte Bobcats","j45",350,1463
"0020800302",2008-12-08,"Regular Season","HOU @ MEM","Memphis Grizzlies","Houston Rockets","j3210",1266,662
"0020800302",2008-12-08,"Regular Season","HOU @ MEM","Memphis Grizzlies","Houston Rockets","j45",238,714
"0020800303",2008-12-08,"Regular Season","GSW @ OKC","Oklahoma City Thunder","Golden State Warriors","j3210",1054,242
"0020800303",2008-12-08,"Regular Season","GSW @ OKC","Oklahoma City Thunder","Golden State Warriors","j45",400,1184
"0020800305",2008-12-09,"Regular Season","TOR @ CLE","Cleveland Cavaliers","Toronto Raptors","j3210",1421,156
"0020800305",2008-12-09,"Regular Season","TOR @ CLE","Cleveland Cavaliers","Toronto Raptors","j45",47,1256
"0020800307",2008-12-09,"Regular Season","UTA @ MIN","Minnesota Timberwolves","Utah Jazz","j3210",1339,479
"0020800307",2008-12-09,"Regular Season","UTA @ MIN","Minnesota Timberwolves","Utah Jazz","j45",86,976
"0020800308",2008-12-09,"Regular Season","NYK @ CHI","Chicago Bulls","New York Knicks","j3210",703,451
"0020800308",2008-12-09,"Regular Season","NYK @ CHI","Chicago Bulls","New York Knicks","j45",219,1507
"0020800309",2008-12-09,"Regular Season","SAS @ DAL","Dallas Mavericks","San Antonio Spurs","j3210",864,288
"0020800309",2008-12-09,"Regular Season","SAS @ DAL","Dallas Mavericks","San Antonio Spurs","j45",324,1404
"0020800310",2008-12-09,"Regular Season","ATL @ HOU","Houston Rockets","Atlanta Hawks","j3210",962,7
"0020800310",2008-12-09,"Regular Season","ATL @ HOU","Houston Rockets","Atlanta Hawks","j45",453,1458
"0020800311",2008-12-09,"Regular Season","MIL @ PHX","Phoenix Suns","Milwaukee Bucks","j3210",932,384
"0020800311",2008-12-09,"Regular Season","MIL @ PHX","Phoenix Suns","Milwaukee Bucks","j45",426,1138
"0020800313",2008-12-09,"Regular Season","LAL @ SAC","Sacramento Kings","Los Angeles Lakers","j3210",891,317
"0020800313",2008-12-09,"Regular Season","LAL @ SAC","Sacramento Kings","Los Angeles Lakers","j45",624,1048
"0020800314",2008-12-10,"Regular Season","IND @ TOR","Toronto Raptors","Indiana Pacers","j3210",832,133
"0020800314",2008-12-10,"Regular Season","IND @ TOR","Toronto Raptors","Indiana Pacers","j45",737,1178
"0020800315",2008-12-10,"Regular Season","NYK @ NJN","New Jersey Nets","New York Knicks","j3210",900,410
"0020800315",2008-12-10,"Regular Season","NYK @ NJN","New Jersey Nets","New York Knicks","j45",140,1430
"0020800318",2008-12-10,"Regular Season","CLE @ PHI","Philadelphia 76ers","Cleveland Cavaliers","j3210",1191,446
"0020800318",2008-12-10,"Regular Season","CLE @ PHI","Philadelphia 76ers","Cleveland Cavaliers","j45",286,957
"0020800320",2008-12-10,"Regular Season","MIN @ DEN","Denver Nuggets","Minnesota Timberwolves","j3210",1132,376
"0020800320",2008-12-10,"Regular Season","MIN @ DEN","Denver Nuggets","Minnesota Timberwolves","j45",169,1203
"0020800321",2008-12-10,"Regular Season","MIL @ GSW","Golden State Warriors","Milwaukee Bucks","j3210",1255,278
"0020800321",2008-12-10,"Regular Season","MIL @ GSW","Golden State Warriors","Milwaukee Bucks","j45",380,967
"0020800323",2008-12-11,"Regular Season","BOS @ WAS","Washington Wizards","Boston Celtics","j3210",1379,417
"0020800323",2008-12-11,"Regular Season","BOS @ WAS","Washington Wizards","Boston Celtics","j45",82,1002
"0020800324",2008-12-11,"Regular Season","CHA @ DAL","Dallas Mavericks","Charlotte Bobcats","j3210",1137,296
"0020800324",2008-12-11,"Regular Season","CHA @ DAL","Dallas Mavericks","Charlotte Bobcats","j45",119,1328
"0020800325",2008-12-11,"Regular Season","POR @ UTA","Utah Jazz","Portland Trail Blazers","j3210",879,518
"0020800325",2008-12-11,"Regular Season","POR @ UTA","Utah Jazz","Portland Trail Blazers","j45",396,1087
"0020800326",2008-12-12,"Regular Season","PHI @ CLE","Cleveland Cavaliers","Philadelphia 76ers","j3210",1044,593
"0020800326",2008-12-12,"Regular Season","PHI @ CLE","Cleveland Cavaliers","Philadelphia 76ers","j45",167,1076
"0020800327",2008-12-12,"Regular Season","ATL @ MIA","Miami Heat","Atlanta Hawks","j3210",1070,362
"0020800327",2008-12-12,"Regular Season","ATL @ MIA","Miami Heat","Atlanta Hawks","j45",280,1168
"0020800328",2008-12-12,"Regular Season","TOR @ NJN","New Jersey Nets","Toronto Raptors","j3210",1227,214
"0020800328",2008-12-12,"Regular Season","TOR @ NJN","New Jersey Nets","Toronto Raptors","j45",443,996
"0020800329",2008-12-12,"Regular Season","NOH @ BOS","Boston Celtics","New Orleans Hornets","j3210",722,222
"0020800329",2008-12-12,"Regular Season","NOH @ BOS","Boston Celtics","New Orleans Hornets","j45",303,1633
"0020800330",2008-12-12,"Regular Season","IND @ DET","Detroit Pistons","Indiana Pacers","j3210",852,180
"0020800330",2008-12-12,"Regular Season","IND @ DET","Detroit Pistons","Indiana Pacers","j45",640,1208
"0020800331",2008-12-12,"Regular Season","CHI @ MEM","Memphis Grizzlies","Chicago Bulls","j3210",1028,609
"0020800331",2008-12-12,"Regular Season","CHI @ MEM","Memphis Grizzlies","Chicago Bulls","j45",357,886
"0020800332",2008-12-12,"Regular Season","SAS @ MIN","Minnesota Timberwolves","San Antonio Spurs","j3210",817,492
"0020800332",2008-12-12,"Regular Season","SAS @ MIN","Minnesota Timberwolves","San Antonio Spurs","j45",704,867
"0020800333",2008-12-12,"Regular Season","ORL @ PHX","Phoenix Suns","Orlando Magic","j3210",1302,189
"0020800333",2008-12-12,"Regular Season","ORL @ PHX","Phoenix Suns","Orlando Magic","j45",236,1153
"0020800334",2008-12-12,"Regular Season","LAC @ POR","Portland Trail Blazers","Los Angeles Clippers","j3210",810,377
"0020800334",2008-12-12,"Regular Season","LAC @ POR","Portland Trail Blazers","Los Angeles Clippers","j45",196,1497
"0020800335",2008-12-12,"Regular Season","HOU @ GSW","Golden State Warriors","Houston Rockets","j3210",1197,498
"0020800335",2008-12-12,"Regular Season","HOU @ GSW","Golden State Warriors","Houston Rockets","j45",407,778
"0020800336",2008-12-12,"Regular Season","SAC @ LAL","Los Angeles Lakers","Sacramento Kings","j3210",1194,403
"0020800336",2008-12-12,"Regular Season","SAC @ LAL","Los Angeles Lakers","Sacramento Kings","j45",18,1265
"0020800337",2008-12-13,"Regular Season","CLE @ ATL","Atlanta Hawks","Cleveland Cavaliers","j3210",537,333
"0020800337",2008-12-13,"Regular Season","CLE @ ATL","Atlanta Hawks","Cleveland Cavaliers","j45",308,1702
"0020800338",2008-12-13,"Regular Season","DET @ CHA","Charlotte Bobcats","Detroit Pistons","j3210",920,349
"0020800338",2008-12-13,"Regular Season","DET @ CHA","Charlotte Bobcats","Detroit Pistons","j45",186,1425
"0020800339",2008-12-13,"Regular Season","WAS @ PHI","Philadelphia 76ers","Washington Wizards","j3210",1067,180
"0020800339",2008-12-13,"Regular Season","WAS @ PHI","Philadelphia 76ers","Washington Wizards","j45",349,1284
"0020800340",2008-12-13,"Regular Season","NJN @ CHI","Chicago Bulls","New Jersey Nets","j3210",918,680
"0020800340",2008-12-13,"Regular Season","NJN @ CHI","Chicago Bulls","New Jersey Nets","j45",22,1260
"0020800341",2008-12-13,"Regular Season","OKC @ DAL","Dallas Mavericks","Oklahoma City Thunder","j3210",1535,427
"0020800341",2008-12-13,"Regular Season","OKC @ DAL","Dallas Mavericks","Oklahoma City Thunder","j45",71,847
"0020800342",2008-12-13,"Regular Season","IND @ MIL","Milwaukee Bucks","Indiana Pacers","j3210",954,113
"0020800342",2008-12-13,"Regular Season","IND @ MIL","Milwaukee Bucks","Indiana Pacers","j45",1113,700
"0020800343",2008-12-13,"Regular Season","GSW @ DEN","Denver Nuggets","Golden State Warriors","j3210",1455,282
"0020800343",2008-12-13,"Regular Season","GSW @ DEN","Denver Nuggets","Golden State Warriors","j45",307,836
"0020800344",2008-12-13,"Regular Season","ORL @ UTA","Utah Jazz","Orlando Magic","j3210",996,520
"0020800344",2008-12-13,"Regular Season","ORL @ UTA","Utah Jazz","Orlando Magic","j45",218,1146
"0020800345",2008-12-13,"Regular Season","NYK @ SAC","Sacramento Kings","New York Knicks","j3210",1071,758
"0020800345",2008-12-13,"Regular Season","NYK @ SAC","Sacramento Kings","New York Knicks","j45",319,732
"0020800346",2008-12-13,"Regular Season","HOU @ LAC","Los Angeles Clippers","Houston Rockets","j3210",857,79
"0020800346",2008-12-13,"Regular Season","HOU @ LAC","Los Angeles Clippers","Houston Rockets","j45",194,1750
"0020800347",2008-12-14,"Regular Season","NOH @ TOR","Toronto Raptors","New Orleans Hornets","j3210",1016,315
"0020800347",2008-12-14,"Regular Season","NOH @ TOR","Toronto Raptors","New Orleans Hornets","j45",243,1306
"0020800348",2008-12-14,"Regular Season","MIA @ MEM","Memphis Grizzlies","Miami Heat","j3210",1288,602
"0020800348",2008-12-14,"Regular Season","MIA @ MEM","Memphis Grizzlies","Miami Heat","j45",172,818
"0020800349",2008-12-14,"Regular Season","OKC @ SAS","San Antonio Spurs","Oklahoma City Thunder","j3210",881,97
"0020800349",2008-12-14,"Regular Season","OKC @ SAS","San Antonio Spurs","Oklahoma City Thunder","j45",944,958
"0020800350",2008-12-14,"Regular Season","MIN @ LAL","Los Angeles Lakers","Minnesota Timberwolves","j3210",982,481
"0020800350",2008-12-14,"Regular Season","MIN @ LAL","Los Angeles Lakers","Minnesota Timberwolves","j45",265,1152
"0020800351",2008-12-15,"Regular Season","CHA @ ATL","Atlanta Hawks","Charlotte Bobcats","j3210",834,122
"0020800351",2008-12-15,"Regular Season","CHA @ ATL","Atlanta Hawks","Charlotte Bobcats","j45",262,1662
"0020800352",2008-12-15,"Regular Season","NJN @ TOR","Toronto Raptors","New Jersey Nets","j3210",939,163
"0020800352",2008-12-15,"Regular Season","NJN @ TOR","Toronto Raptors","New Jersey Nets","j45",899,879
"0020800354",2008-12-15,"Regular Season","UTA @ BOS","Boston Celtics","Utah Jazz","j3210",666,84
"0020800354",2008-12-15,"Regular Season","UTA @ BOS","Boston Celtics","Utah Jazz","j45",828,1302
"0020800355",2008-12-15,"Regular Season","MIL @ MIA","Miami Heat","Milwaukee Bucks","j3210",908,94
"0020800355",2008-12-15,"Regular Season","MIL @ MIA","Miami Heat","Milwaukee Bucks","j45",633,1245
"0020800356",2008-12-15,"Regular Season","DEN @ DAL","Dallas Mavericks","Denver Nuggets","j3210",1021,266
"0020800356",2008-12-15,"Regular Season","DEN @ DAL","Dallas Mavericks","Denver Nuggets","j45",216,1377
"0020800357",2008-12-15,"Regular Season","NYK @ PHX","Phoenix Suns","New York Knicks","j3210",782,139
"0020800357",2008-12-15,"Regular Season","NYK @ PHX","Phoenix Suns","New York Knicks","j45",1038,921
"0020800358",2008-12-15,"Regular Season","MIN @ SAC","Sacramento Kings","Minnesota Timberwolves","j3210",1353,30
"0020800358",2008-12-15,"Regular Season","MIN @ SAC","Sacramento Kings","Minnesota Timberwolves","j45",223,1274
"0020800359",2008-12-15,"Regular Season","ORL @ GSW","Golden State Warriors","Orlando Magic","j3210",1120,539
"0020800359",2008-12-15,"Regular Season","ORL @ GSW","Golden State Warriors","Orlando Magic","j45",95,1126
"0020800360",2008-12-16,"Regular Season","CHI @ CHA","Charlotte Bobcats","Chicago Bulls","j3210",1418,374
"0020800360",2008-12-16,"Regular Season","CHI @ CHA","Charlotte Bobcats","Chicago Bulls","j45",82,1006
"0020800361",2008-12-16,"Regular Season","NOH @ MEM","Memphis Grizzlies","New Orleans Hornets","j3210",1031,446
"0020800361",2008-12-16,"Regular Season","NOH @ MEM","Memphis Grizzlies","New Orleans Hornets","j45",306,1097
"0020800363",2008-12-16,"Regular Season","DEN @ HOU","Houston Rockets","Denver Nuggets","j3210",1315,204
"0020800363",2008-12-16,"Regular Season","DEN @ HOU","Houston Rockets","Denver Nuggets","j45",320,1041
"0020800364",2008-12-16,"Regular Season","SAC @ POR","Portland Trail Blazers","Sacramento Kings","j3210",1168,343
"0020800364",2008-12-16,"Regular Season","SAC @ POR","Portland Trail Blazers","Sacramento Kings","j45",360,1009
"0020800365",2008-12-16,"Regular Season","NYK @ LAL","Los Angeles Lakers","New York Knicks","j3210",994,77
"0020800365",2008-12-16,"Regular Season","NYK @ LAL","Los Angeles Lakers","New York Knicks","j45",445,1364
"0020800366",2008-12-17,"Regular Season","BOS @ ATL","Atlanta Hawks","Boston Celtics","j3210",548,180
"0020800366",2008-12-17,"Regular Season","BOS @ ATL","Atlanta Hawks","Boston Celtics","j45",225,1927
"0020800367",2008-12-17,"Regular Season","GSW @ IND","Indiana Pacers","Golden State Warriors","j3210",784,330
"0020800367",2008-12-17,"Regular Season","GSW @ IND","Indiana Pacers","Golden State Warriors","j45",692,1074
"0020800368",2008-12-17,"Regular Season","MIL @ PHI","Philadelphia 76ers","Milwaukee Bucks","j3210",1147,763
"0020800368",2008-12-17,"Regular Season","MIL @ PHI","Philadelphia 76ers","Milwaukee Bucks","j45",78,892
"0020800369",2008-12-17,"Regular Season","DAL @ TOR","Toronto Raptors","Dallas Mavericks","j3210",919,386
"0020800369",2008-12-17,"Regular Season","DAL @ TOR","Toronto Raptors","Dallas Mavericks","j45",665,910
"0020800370",2008-12-17,"Regular Season","WAS @ DET","Detroit Pistons","Washington Wizards","j3210",801,204
"0020800370",2008-12-17,"Regular Season","WAS @ DET","Detroit Pistons","Washington Wizards","j45",130,1745
"0020800373",2008-12-17,"Regular Season","LAC @ CHI","Chicago Bulls","Los Angeles Clippers","j3210",551,1110
"0020800373",2008-12-17,"Regular Season","LAC @ CHI","Chicago Bulls","Los Angeles Clippers","j45",87,1132
"0020800374",2008-12-17,"Regular Season","SAS @ NOH","New Orleans Hornets","San Antonio Spurs","j3210",790,156
"0020800374",2008-12-17,"Regular Season","SAS @ NOH","New Orleans Hornets","San Antonio Spurs","j45",620,1314
"0020800375",2008-12-18,"Regular Season","SAS @ ORL","Orlando Magic","San Antonio Spurs","j3210",1307,54
"0020800375",2008-12-18,"Regular Season","SAS @ ORL","Orlando Magic","San Antonio Spurs","j45",993,526
"0020800376",2008-12-18,"Regular Season","PHX @ POR","Portland Trail Blazers","Phoenix Suns","j3210",1115,446
"0020800376",2008-12-18,"Regular Season","PHX @ POR","Portland Trail Blazers","Phoenix Suns","j45",213,1106
"0020800377",2008-12-19,"Regular Season","LAC @ IND","Indiana Pacers","Los Angeles Clippers","j3210",459,1045
"0020800377",2008-12-19,"Regular Season","LAC @ IND","Indiana Pacers","Los Angeles Clippers","j45",311,1065
"0020800378",2008-12-19,"Regular Season","PHI @ WAS","Washington Wizards","Philadelphia 76ers","j3210",1099,290
"0020800378",2008-12-19,"Regular Season","PHI @ WAS","Washington Wizards","Philadelphia 76ers","j45",396,1095
"0020800379",2008-12-19,"Regular Season","GSW @ ATL","Atlanta Hawks","Golden State Warriors","j3210",1160,9
"0020800379",2008-12-19,"Regular Season","GSW @ ATL","Atlanta Hawks","Golden State Warriors","j45",575,1136
"0020800381",2008-12-19,"Regular Season","DAL @ NJN","New Jersey Nets","Dallas Mavericks","j3210",1175,227
"0020800381",2008-12-19,"Regular Season","DAL @ NJN","New Jersey Nets","Dallas Mavericks","j45",98,1380
"0020800382",2008-12-19,"Regular Season","MIL @ NYK","New York Knicks","Milwaukee Bucks","j3210",570,214
"0020800382",2008-12-19,"Regular Season","MIL @ NYK","New York Knicks","Milwaukee Bucks","j45",584,1512
"0020800383",2008-12-19,"Regular Season","UTA @ DET","Detroit Pistons","Utah Jazz","j3210",1362,18
"0020800383",2008-12-19,"Regular Season","UTA @ DET","Detroit Pistons","Utah Jazz","j45",354,1146
"0020800386",2008-12-19,"Regular Season","TOR @ OKC","Oklahoma City Thunder","Toronto Raptors","j3210",1204,71
"0020800386",2008-12-19,"Regular Season","TOR @ OKC","Oklahoma City Thunder","Toronto Raptors","j45",738,867
"0020800387",2008-12-19,"Regular Season","SAC @ HOU","Houston Rockets","Sacramento Kings","j3210",1065,357
"0020800387",2008-12-19,"Regular Season","SAC @ HOU","Houston Rockets","Sacramento Kings","j45",203,1255
"0020800388",2008-12-19,"Regular Season","CLE @ DEN","Denver Nuggets","Cleveland Cavaliers","j3210",1520,450
"0020800388",2008-12-19,"Regular Season","CLE @ DEN","Denver Nuggets","Cleveland Cavaliers","j45",76,834
"0020800389",2008-12-20,"Regular Season","GSW @ CHA","Charlotte Bobcats","Golden State Warriors","j3210",990,124
"0020800389",2008-12-20,"Regular Season","GSW @ CHA","Charlotte Bobcats","Golden State Warriors","j45",567,1199
"0020800391",2008-12-20,"Regular Season","IND @ PHI","Philadelphia 76ers","Indiana Pacers","j3210",1279,193
"0020800391",2008-12-20,"Regular Season","IND @ PHI","Philadelphia 76ers","Indiana Pacers","j45",613,795
"0020800392",2008-12-20,"Regular Season","HOU @ MIN","Minnesota Timberwolves","Houston Rockets","j3210",1334,623
"0020800392",2008-12-20,"Regular Season","HOU @ MIN","Minnesota Timberwolves","Houston Rockets","j45",303,620
"0020800393",2008-12-20,"Regular Season","MIA @ NJN","New Jersey Nets","Miami Heat","j3210",859,126
"0020800393",2008-12-20,"Regular Season","MIA @ NJN","New Jersey Nets","Miami Heat","j45",282,1613
"0020800394",2008-12-20,"Regular Season","SAC @ NOH","New Orleans Hornets","Sacramento Kings","j3210",1184,350
"0020800394",2008-12-20,"Regular Season","SAC @ NOH","New Orleans Hornets","Sacramento Kings","j45",327,1019
"0020800396",2008-12-20,"Regular Season","LAC @ MIL","Milwaukee Bucks","Los Angeles Clippers","j3210",1392,34
"0020800396",2008-12-20,"Regular Season","LAC @ MIL","Milwaukee Bucks","Los Angeles Clippers","j45",228,1226
"0020800397",2008-12-20,"Regular Season","TOR @ SAS","San Antonio Spurs","Toronto Raptors","j3210",767,415
"0020800397",2008-12-20,"Regular Season","TOR @ SAS","San Antonio Spurs","Toronto Raptors","j45",861,837
"0020800398",2008-12-20,"Regular Season","DEN @ PHX","Phoenix Suns","Denver Nuggets","j3210",1026,169
"0020800398",2008-12-20,"Regular Season","DEN @ PHX","Phoenix Suns","Denver Nuggets","j45",171,1514
"0020800400",2008-12-21,"Regular Season","NYK @ BOS","Boston Celtics","New York Knicks","j3210",432,767
"0020800400",2008-12-21,"Regular Season","NYK @ BOS","Boston Celtics","New York Knicks","j45",509,1172
"0020800401",2008-12-21,"Regular Season","DAL @ WAS","Washington Wizards","Dallas Mavericks","j3210",1647,225
"0020800401",2008-12-21,"Regular Season","DAL @ WAS","Washington Wizards","Dallas Mavericks","j45",234,774
"0020800402",2008-12-21,"Regular Season","CLE @ OKC","Oklahoma City Thunder","Cleveland Cavaliers","j3210",1092,96
"0020800402",2008-12-21,"Regular Season","CLE @ OKC","Oklahoma City Thunder","Cleveland Cavaliers","j45",364,1328
"0020800403",2008-12-22,"Regular Season","GSW @ ORL","Orlando Magic","Golden State Warriors","j3210",1435,108
"0020800403",2008-12-22,"Regular Season","GSW @ ORL","Orlando Magic","Golden State Warriors","j45",373,964
"0020800404",2008-12-22,"Regular Season","HOU @ NJN","New Jersey Nets","Houston Rockets","j3210",1506,362
"0020800404",2008-12-22,"Regular Season","HOU @ NJN","New Jersey Nets","Houston Rockets","j45",22,990
"0020800406",2008-12-22,"Regular Season","SAC @ SAS","San Antonio Spurs","Sacramento Kings","j3210",1526,150
"0020800406",2008-12-22,"Regular Season","SAC @ SAS","San Antonio Spurs","Sacramento Kings","j45",57,1147
"0020800407",2008-12-22,"Regular Season","POR @ DEN","Denver Nuggets","Portland Trail Blazers","j3210",1244,75
"0020800407",2008-12-22,"Regular Season","POR @ DEN","Denver Nuggets","Portland Trail Blazers","j45",516,1045
"0020800408",2008-12-22,"Regular Season","TOR @ LAC","Los Angeles Clippers","Toronto Raptors","j3210",1363,218
"0020800408",2008-12-22,"Regular Season","TOR @ LAC","Los Angeles Clippers","Toronto Raptors","j45",173,1126
"0020800409",2008-12-23,"Regular Season","OKC @ ATL","Atlanta Hawks","Oklahoma City Thunder","j3210",1028,69
"0020800409",2008-12-23,"Regular Season","OKC @ ATL","Atlanta Hawks","Oklahoma City Thunder","j45",135,1648
"0020800410",2008-12-23,"Regular Season","WAS @ CHA","Charlotte Bobcats","Washington Wizards","j3210",729,102
"0020800410",2008-12-23,"Regular Season","WAS @ CHA","Charlotte Bobcats","Washington Wizards","j45",830,1219
"0020800411",2008-12-23,"Regular Season","HOU @ CLE","Cleveland Cavaliers","Houston Rockets","j3210",1377,147
"0020800411",2008-12-23,"Regular Season","HOU @ CLE","Cleveland Cavaliers","Houston Rockets","j45",400,956
"0020800414",2008-12-23,"Regular Season","GSW @ MIA","Miami Heat","Golden State Warriors","j3210",730,249
"0020800414",2008-12-23,"Regular Season","GSW @ MIA","Miami Heat","Golden State Warriors","j45",770,1131
"0020800418",2008-12-23,"Regular Season","MEM @ DAL","Dallas Mavericks","Memphis Grizzlies","j3210",1540,53
"0020800418",2008-12-23,"Regular Season","MEM @ DAL","Dallas Mavericks","Memphis Grizzlies","j45",383,904
"0020800419",2008-12-23,"Regular Season","MIN @ SAS","San Antonio Spurs","Minnesota Timberwolves","j3210",1051,129
"0020800419",2008-12-23,"Regular Season","MIN @ SAS","San Antonio Spurs","Minnesota Timberwolves","j45",264,1436
"0020800420",2008-12-23,"Regular Season","DEN @ POR","Portland Trail Blazers","Denver Nuggets","j3210",1469,532
"0020800420",2008-12-23,"Regular Season","DEN @ POR","Portland Trail Blazers","Denver Nuggets","j45",47,832
"0020800421",2008-12-25,"Regular Season","NOH @ ORL","Orlando Magic","New Orleans Hornets","j3210",1444,164
"0020800421",2008-12-25,"Regular Season","NOH @ ORL","Orlando Magic","New Orleans Hornets","j45",432,840
"0020800422",2008-12-25,"Regular Season","SAS @ PHX","Phoenix Suns","San Antonio Spurs","j3210",848,222
"0020800422",2008-12-25,"Regular Season","SAS @ PHX","Phoenix Suns","San Antonio Spurs","j45",903,907
"0020800424",2008-12-25,"Regular Season","WAS @ CLE","Cleveland Cavaliers","Washington Wizards","j3210",1050,375
"0020800424",2008-12-25,"Regular Season","WAS @ CLE","Cleveland Cavaliers","Washington Wizards","j45",156,1299
"0020800425",2008-12-25,"Regular Season","DAL @ POR","Portland Trail Blazers","Dallas Mavericks","j3210",1534,223
"0020800425",2008-12-25,"Regular Season","DAL @ POR","Portland Trail Blazers","Dallas Mavericks","j45",165,958
"0020800426",2008-12-26,"Regular Season","CHI @ MIA","Miami Heat","Chicago Bulls","j3210",1309,126
"0020800426",2008-12-26,"Regular Season","CHI @ MIA","Miami Heat","Chicago Bulls","j45",330,1115
"0020800427",2008-12-26,"Regular Season","CHA @ NJN","New Jersey Nets","Charlotte Bobcats","j3210",807,896
"0020800427",2008-12-26,"Regular Season","CHA @ NJN","New Jersey Nets","Charlotte Bobcats","j45",231,946
"0020800428",2008-12-26,"Regular Season","MIN @ NYK","New York Knicks","Minnesota Timberwolves","j3210",827,771
"0020800428",2008-12-26,"Regular Season","MIN @ NYK","New York Knicks","Minnesota Timberwolves","j45",517,765
"0020800429",2008-12-26,"Regular Season","OKC @ DET","Detroit Pistons","Oklahoma City Thunder","j3210",1071,513
"0020800429",2008-12-26,"Regular Season","OKC @ DET","Detroit Pistons","Oklahoma City Thunder","j45",79,1217
"0020800430",2008-12-26,"Regular Season","IND @ MEM","Memphis Grizzlies","Indiana Pacers","j3210",1450,468
"0020800430",2008-12-26,"Regular Season","IND @ MEM","Memphis Grizzlies","Indiana Pacers","j45",287,675
"0020800431",2008-12-26,"Regular Season","HOU @ NOH","New Orleans Hornets","Houston Rockets","j3210",954,127
"0020800431",2008-12-26,"Regular Season","HOU @ NOH","New Orleans Hornets","Houston Rockets","j45",229,1570
"0020800432",2008-12-26,"Regular Season","PHI @ DEN","Denver Nuggets","Philadelphia 76ers","j3210",1007,305
"0020800432",2008-12-26,"Regular Season","PHI @ DEN","Denver Nuggets","Philadelphia 76ers","j45",104,1464
"0020800433",2008-12-26,"Regular Season","DAL @ UTA","Utah Jazz","Dallas Mavericks","j3210",901,140
"0020800433",2008-12-26,"Regular Season","DAL @ UTA","Utah Jazz","Dallas Mavericks","j45",536,1303
"0020800434",2008-12-26,"Regular Season","TOR @ SAC","Sacramento Kings","Toronto Raptors","j3210",938,291
"0020800434",2008-12-26,"Regular Season","TOR @ SAC","Sacramento Kings","Toronto Raptors","j45",594,1057
"0020800436",2008-12-27,"Regular Season","CHI @ ATL","Atlanta Hawks","Chicago Bulls","j3210",843,232
"0020800436",2008-12-27,"Regular Season","CHI @ ATL","Atlanta Hawks","Chicago Bulls","j45",418,1387
"0020800438",2008-12-27,"Regular Season","OKC @ WAS","Washington Wizards","Oklahoma City Thunder","j3210",1243,227
"0020800438",2008-12-27,"Regular Season","OKC @ WAS","Washington Wizards","Oklahoma City Thunder","j45",151,1259
"0020800440",2008-12-27,"Regular Season","UTA @ HOU","Houston Rockets","Utah Jazz","j3210",1050,415
"0020800440",2008-12-27,"Regular Season","UTA @ HOU","Houston Rockets","Utah Jazz","j45",399,1016
"0020800441",2008-12-27,"Regular Season","DET @ MIL","Milwaukee Bucks","Detroit Pistons","j3210",976,497
"0020800441",2008-12-27,"Regular Season","DET @ MIL","Milwaukee Bucks","Detroit Pistons","j45",248,1159
"0020800442",2008-12-27,"Regular Season","MEM @ SAS","San Antonio Spurs","Memphis Grizzlies","j3210",948,1082
"0020800442",2008-12-27,"Regular Season","MEM @ SAS","San Antonio Spurs","Memphis Grizzlies","j45",167,683
"0020800443",2008-12-27,"Regular Season","TOR @ POR","Portland Trail Blazers","Toronto Raptors","j3210",1081,60
"0020800443",2008-12-27,"Regular Season","TOR @ POR","Portland Trail Blazers","Toronto Raptors","j45",109,1630
"0020800444",2008-12-28,"Regular Season","DEN @ NYK","New York Knicks","Denver Nuggets","j3210",986,399
"0020800444",2008-12-28,"Regular Season","DEN @ NYK","New York Knicks","Denver Nuggets","j45",339,1156
"0020800445",2008-12-28,"Regular Season","DAL @ LAC","Los Angeles Clippers","Dallas Mavericks","j3210",1497,105
"0020800445",2008-12-28,"Regular Season","DAL @ LAC","Los Angeles Clippers","Dallas Mavericks","j45",311,967
"0020800446",2008-12-28,"Regular Season","MIA @ CLE","Cleveland Cavaliers","Miami Heat","j3210",1124,319
"0020800446",2008-12-28,"Regular Season","MIA @ CLE","Cleveland Cavaliers","Miami Heat","j45",334,1103
