"GAME_ID","GAME_DATE","SEASON_TYPE","MATCHUP","HOME_TEAM","AWAY_TEAM","HOME_PTS","AWAY_PTS","nh","j3210","j45"
"0020800298",2008-12-07,"Regular Season","POR @ TOR","Toronto Raptors","Portland Trail Blazers",97,98,"j45",-1,-15
"0020800299",2008-12-07,"Regular Season","BOS @ IND","Indiana Pacers","Boston Celtics",117,122,"j3210",-6,13
"0020800299",2008-12-07,"Regular Season","BOS @ IND","Indiana Pacers","Boston Celtics",117,122,"j45",5,-12
"0020800301",2008-12-08,"Regular Season","CHA @ MIA","Miami Heat","Charlotte Bobcats",100,96,"j3210",-10,-2
"0020800301",2008-12-08,"Regular Season","CHA @ MIA","Miami Heat","Charlotte Bobcats",100,96,"j45",9,7
"0020800302",2008-12-08,"Regular Season","HOU @ MEM","Memphis Grizzlies","Houston Rockets",109,97,"j3210",16,-5
"0020800302",2008-12-08,"Regular Season","HOU @ MEM","Memphis Grizzlies","Houston Rockets",109,97,"j45",-8,9
"0020800303",2008-12-08,"Regular Season","GSW @ OKC","Oklahoma City Thunder","Golden State Warriors",102,112,"j3210",-6,3
"0020800303",2008-12-08,"Regular Season","GSW @ OKC","Oklahoma City Thunder","Golden State Warriors",102,112,"j45",-6,-1
"0020800305",2008-12-09,"Regular Season","TOR @ CLE","Cleveland Cavaliers","Toronto Raptors",114,94,"j3210",-1,2
"0020800305",2008-12-09,"Regular Season","TOR @ CLE","Cleveland Cavaliers","Toronto Raptors",114,94,"j45",0,19
"0020800307",2008-12-09,"Regular Season","UTA @ MIN","Minnesota Timberwolves","Utah Jazz",96,99,"j3210",12,-14
"0020800307",2008-12-09,"Regular Season","UTA @ MIN","Minnesota Timberwolves","Utah Jazz",96,99,"j45",3,-4
"0020800308",2008-12-09,"Regular Season","NYK @ CHI","Chicago Bulls","New York Knicks",105,100,"j3210",4,-17
"0020800308",2008-12-09,"Regular Season","NYK @ CHI","Chicago Bulls","New York Knicks",105,100,"j45",1,17
"0020800309",2008-12-09,"Regular Season","SAS @ DAL","Dallas Mavericks","San Antonio Spurs",126,133,"j3210",1,-6
"0020800309",2008-12-09,"Regular Season","SAS @ DAL","Dallas Mavericks","San Antonio Spurs",126,133,"j45",-1,6
"0020800310",2008-12-09,"Regular Season","ATL @ HOU","Houston Rockets","Atlanta Hawks",92,84,"j3210",-15,-2
"0020800310",2008-12-09,"Regular Season","ATL @ HOU","Houston Rockets","Atlanta Hawks",92,84,"j45",2,23
"0020800311",2008-12-09,"Regular Season","MIL @ PHX","Phoenix Suns","Milwaukee Bucks",125,110,"j3210",-3,7
"0020800311",2008-12-09,"Regular Season","MIL @ PHX","Phoenix Suns","Milwaukee Bucks",125,110,"j45",6,5
"0020800313",2008-12-09,"Regular Season","LAL @ SAC","Sacramento Kings","Los Angeles Lakers",113,101,"j3210",-1,7
"0020800313",2008-12-09,"Regular Season","LAL @ SAC","Sacramento Kings","Los Angeles Lakers",113,101,"j45",0,6
"0020800314",2008-12-10,"Regular Season","IND @ TOR","Toronto Raptors","Indiana Pacers",101,88,"j3210",-8,2
"0020800314",2008-12-10,"Regular Season","IND @ TOR","Toronto Raptors","Indiana Pacers",101,88,"j45",20,-1
"0020800315",2008-12-10,"Regular Season","NYK @ NJN","New Jersey Nets","New York Knicks",109,121,"j3210",-3,-5
"0020800315",2008-12-10,"Regular Season","NYK @ NJN","New Jersey Nets","New York Knicks",109,121,"j45",-2,-2
"0020800318",2008-12-10,"Regular Season","CLE @ PHI","Philadelphia 76ers","Cleveland Cavaliers",93,101,"j3210",1,2
"0020800318",2008-12-10,"Regular Season","CLE @ PHI","Philadelphia 76ers","Cleveland Cavaliers",93,101,"j45",1,-12
"0020800320",2008-12-10,"Regular Season","MIN @ DEN","Denver Nuggets","Minnesota Timberwolves",116,105,"j3210",-1,4
"0020800320",2008-12-10,"Regular Season","MIN @ DEN","Denver Nuggets","Minnesota Timberwolves",116,105,"j45",-3,11
"0020800321",2008-12-10,"Regular Season","MIL @ GSW","Golden State Warriors","Milwaukee Bucks",119,96,"j3210",19,3
"0020800321",2008-12-10,"Regular Season","MIL @ GSW","Golden State Warriors","Milwaukee Bucks",119,96,"j45",-2,3
"0020800323",2008-12-11,"Regular Season","BOS @ WAS","Washington Wizards","Boston Celtics",88,122,"j3210",-29,-1
"0020800323",2008-12-11,"Regular Season","BOS @ WAS","Washington Wizards","Boston Celtics",88,122,"j45",-3,-1
"0020800324",2008-12-11,"Regular Season","CHA @ DAL","Dallas Mavericks","Charlotte Bobcats",95,90,"j3210",3,0
"0020800324",2008-12-11,"Regular Season","CHA @ DAL","Dallas Mavericks","Charlotte Bobcats",95,90,"j45",3,-1
"0020800325",2008-12-11,"Regular Season","POR @ UTA","Utah Jazz","Portland Trail Blazers",97,88,"j3210",6,-7
"0020800325",2008-12-11,"Regular Season","POR @ UTA","Utah Jazz","Portland Trail Blazers",97,88,"j45",2,8
"0020800326",2008-12-12,"Regular Season","PHI @ CLE","Cleveland Cavaliers","Philadelphia 76ers",88,72,"j3210",4,2
"0020800326",2008-12-12,"Regular Season","PHI @ CLE","Cleveland Cavaliers","Philadelphia 76ers",88,72,"j45",3,7
"0020800327",2008-12-12,"Regular Season","ATL @ MIA","Miami Heat","Atlanta Hawks",73,87,"j3210",-14,-3
"0020800327",2008-12-12,"Regular Season","ATL @ MIA","Miami Heat","Atlanta Hawks",73,87,"j45",4,-1
"0020800328",2008-12-12,"Regular Season","TOR @ NJN","New Jersey Nets","Toronto Raptors",79,101,"j3210",-10,2
"0020800328",2008-12-12,"Regular Season","TOR @ NJN","New Jersey Nets","Toronto Raptors",79,101,"j45",-12,-2
"0020800329",2008-12-12,"Regular Season","NOH @ BOS","Boston Celtics","New Orleans Hornets",94,82,"j3210",9,2
"0020800329",2008-12-12,"Regular Season","NOH @ BOS","Boston Celtics","New Orleans Hornets",94,82,"j45",-5,6
"0020800330",2008-12-12,"Regular Season","IND @ DET","Detroit Pistons","Indiana Pacers",114,110,"j3210",-6,0
"0020800330",2008-12-12,"Regular Season","IND @ DET","Detroit Pistons","Indiana Pacers",114,110,"j45",2,8
"0020800331",2008-12-12,"Regular Season","CHI @ MEM","Memphis Grizzlies","Chicago Bulls",103,96,"j3210",12,-1
"0020800331",2008-12-12,"Regular Season","CHI @ MEM","Memphis Grizzlies","Chicago Bulls",103,96,"j45",1,-5
"0020800332",2008-12-12,"Regular Season","SAS @ MIN","Minnesota Timberwolves","San Antonio Spurs",86,98,"j3210",-8,0
"0020800332",2008-12-12,"Regular Season","SAS @ MIN","Minnesota Timberwolves","San Antonio Spurs",86,98,"j45",1,-5
"0020800333",2008-12-12,"Regular Season","ORL @ PHX","Phoenix Suns","Orlando Magic",113,112,"j3210",-14,1
"0020800333",2008-12-12,"Regular Season","ORL @ PHX","Phoenix Suns","Orlando Magic",113,112,"j45",5,7
"0020800334",2008-12-12,"Regular Season","LAC @ POR","Portland Trail Blazers","Los Angeles Clippers",112,120,"j3210",-5,5
"0020800334",2008-12-12,"Regular Season","LAC @ POR","Portland Trail Blazers","Los Angeles Clippers",112,120,"j45",2,-2
"0020800335",2008-12-12,"Regular Season","HOU @ GSW","Golden State Warriors","Houston Rockets",108,119,"j3210",-5,5
"0020800335",2008-12-12,"Regular Season","HOU @ GSW","Golden State Warriors","Houston Rockets",108,119,"j45",0,-11
"0020800336",2008-12-12,"Regular Season","SAC @ LAL","Los Angeles Lakers","Sacramento Kings",112,103,"j3210",-14,7
"0020800336",2008-12-12,"Regular Season","SAC @ LAL","Los Angeles Lakers","Sacramento Kings",112,103,"j45",0,16
"0020800337",2008-12-13,"Regular Season","CLE @ ATL","Atlanta Hawks","Cleveland Cavaliers",97,92,"j3210",-6,1
"0020800337",2008-12-13,"Regular Season","CLE @ ATL","Atlanta Hawks","Cleveland Cavaliers",97,92,"j45",-3,13
"0020800338",2008-12-13,"Regular Season","DET @ CHA","Charlotte Bobcats","Detroit Pistons",86,90,"j3210",11,0
"0020800338",2008-12-13,"Regular Season","DET @ CHA","Charlotte Bobcats","Detroit Pistons",86,90,"j45",-4,-6
"0020800339",2008-12-13,"Regular Season","WAS @ PHI","Philadelphia 76ers","Washington Wizards",104,89,"j3210",-1,-4
"0020800339",2008-12-13,"Regular Season","WAS @ PHI","Philadelphia 76ers","Washington Wizards",104,89,"j45",2,16
"0020800340",2008-12-13,"Regular Season","NJN @ CHI","Chicago Bulls","New Jersey Nets",113,104,"j3210",20,-3
"0020800340",2008-12-13,"Regular Season","NJN @ CHI","Chicago Bulls","New Jersey Nets",113,104,"j45",-3,-5
"0020800341",2008-12-13,"Regular Season","OKC @ DAL","Dallas Mavericks","Oklahoma City Thunder",103,99,"j3210",13,3
"0020800341",2008-12-13,"Regular Season","OKC @ DAL","Dallas Mavericks","Oklahoma City Thunder",103,99,"j45",-2,-10
"0020800342",2008-12-13,"Regular Season","IND @ MIL","Milwaukee Bucks","Indiana Pacers",121,103,"j3210",1,0
"0020800342",2008-12-13,"Regular Season","IND @ MIL","Milwaukee Bucks","Indiana Pacers",121,103,"j45",16,1
"0020800343",2008-12-13,"Regular Season","GSW @ DEN","Denver Nuggets","Golden State Warriors",123,105,"j3210",-3,2
"0020800343",2008-12-13,"Regular Season","GSW @ DEN","Denver Nuggets","Golden State Warriors",123,105,"j45",10,9
"0020800344",2008-12-13,"Regular Season","ORL @ UTA","Utah Jazz","Orlando Magic",94,103,"j3210",1,3
"0020800344",2008-12-13,"Regular Season","ORL @ UTA","Utah Jazz","Orlando Magic",94,103,"j45",-7,-6
"0020800345",2008-12-13,"Regular Season","NYK @ SAC","Sacramento Kings","New York Knicks",90,114,"j3210",-7,-9
"0020800345",2008-12-13,"Regular Season","NYK @ SAC","Sacramento Kings","New York Knicks",90,114,"j45",-5,-3
"0020800346",2008-12-13,"Regular Season","HOU @ LAC","Los Angeles Clippers","Houston Rockets",95,82,"j3210",13,-2
"0020800346",2008-12-13,"Regular Season","HOU @ LAC","Los Angeles Clippers","Houston Rockets",95,82,"j45",1,1
"0020800347",2008-12-14,"Regular Season","NOH @ TOR","Toronto Raptors","New Orleans Hornets",91,99,"j3210",0,-14
"0020800347",2008-12-14,"Regular Season","NOH @ TOR","Toronto Raptors","New Orleans Hornets",91,99,"j45",0,6
"0020800348",2008-12-14,"Regular Season","MIA @ MEM","Memphis Grizzlies","Miami Heat",102,86,"j3210",-2,4
"0020800348",2008-12-14,"Regular Season","MIA @ MEM","Memphis Grizzlies","Miami Heat",102,86,"j45",4,10
"0020800349",2008-12-14,"Regular Season","OKC @ SAS","San Antonio Spurs","Oklahoma City Thunder",109,104,"j3210",3,0
"0020800349",2008-12-14,"Regular Season","OKC @ SAS","San Antonio Spurs","Oklahoma City Thunder",109,104,"j45",-6,8
"0020800350",2008-12-14,"Regular Season","MIN @ LAL","Los Angeles Lakers","Minnesota Timberwolves",98,86,"j3210",-5,5
"0020800350",2008-12-14,"Regular Season","MIN @ LAL","Los Angeles Lakers","Minnesota Timberwolves",98,86,"j45",3,9
"0020800351",2008-12-15,"Regular Season","CHA @ ATL","Atlanta Hawks","Charlotte Bobcats",83,79,"j3210",1,-1
"0020800351",2008-12-15,"Regular Season","CHA @ ATL","Atlanta Hawks","Charlotte Bobcats",83,79,"j45",10,-6
"0020800352",2008-12-15,"Regular Season","NJN @ TOR","Toronto Raptors","New Jersey Nets",87,94,"j3210",-18,-1
"0020800352",2008-12-15,"Regular Season","NJN @ TOR","Toronto Raptors","New Jersey Nets",87,94,"j45",4,8
"0020800354",2008-12-15,"Regular Season","UTA @ BOS","Boston Celtics","Utah Jazz",100,91,"j3210",-3,2
"0020800354",2008-12-15,"Regular Season","UTA @ BOS","Boston Celtics","Utah Jazz",100,91,"j45",-11,21
"0020800355",2008-12-15,"Regular Season","MIL @ MIA","Miami Heat","Milwaukee Bucks",83,98,"j3210",-11,3
"0020800355",2008-12-15,"Regular Season","MIL @ MIA","Miami Heat","Milwaukee Bucks",83,98,"j45",-1,-6
"0020800356",2008-12-15,"Regular Season","DEN @ DAL","Dallas Mavericks","Denver Nuggets",88,98,"j3210",-7,-5
"0020800356",2008-12-15,"Regular Season","DEN @ DAL","Dallas Mavericks","Denver Nuggets",88,98,"j45",-1,0
"0020800357",2008-12-15,"Regular Season","NYK @ PHX","Phoenix Suns","New York Knicks",111,103,"j3210",-5,-5
"0020800357",2008-12-15,"Regular Season","NYK @ PHX","Phoenix Suns","New York Knicks",111,103,"j45",16,2
"0020800358",2008-12-15,"Regular Season","MIN @ SAC","Sacramento Kings","Minnesota Timberwolves",118,103,"j3210",1,3
"0020800358",2008-12-15,"Regular Season","MIN @ SAC","Sacramento Kings","Minnesota Timberwolves",118,103,"j45",3,8
"0020800359",2008-12-15,"Regular Season","ORL @ GSW","Golden State Warriors","Orlando Magic",98,109,"j3210",-10,3
"0020800359",2008-12-15,"Regular Season","ORL @ GSW","Golden State Warriors","Orlando Magic",98,109,"j45",1,-7
"0020800360",2008-12-16,"Regular Season","CHI @ CHA","Charlotte Bobcats","Chicago Bulls",110,101,"j3210",10,0
"0020800360",2008-12-16,"Regular Season","CHI @ CHA","Charlotte Bobcats","Chicago Bulls",110,101,"j45",-2,-8
"0020800361",2008-12-16,"Regular Season","NOH @ MEM","Memphis Grizzlies","New Orleans Hornets",84,91,"j3210",-5,-4
"0020800361",2008-12-16,"Regular Season","NOH @ MEM","Memphis Grizzlies","New Orleans Hornets",84,91,"j45",-3,5
"0020800363",2008-12-16,"Regular Season","DEN @ HOU","Houston Rockets","Denver Nuggets",108,96,"j3210",-8,1
"0020800363",2008-12-16,"Regular Season","DEN @ HOU","Houston Rockets","Denver Nuggets",108,96,"j45",2,17
"0020800364",2008-12-16,"Regular Season","SAC @ POR","Portland Trail Blazers","Sacramento Kings",109,77,"j3210",-2,12
"0020800364",2008-12-16,"Regular Season","SAC @ POR","Portland Trail Blazers","Sacramento Kings",109,77,"j45",8,14
"0020800365",2008-12-16,"Regular Season","NYK @ LAL","Los Angeles Lakers","New York Knicks",116,114,"j3210",6,-1
"0020800365",2008-12-16,"Regular Season","NYK @ LAL","Los Angeles Lakers","New York Knicks",116,114,"j45",-7,4
"0020800366",2008-12-17,"Regular Season","BOS @ ATL","Atlanta Hawks","Boston Celtics",85,88,"j3210",7,-6
"0020800366",2008-12-17,"Regular Season","BOS @ ATL","Atlanta Hawks","Boston Celtics",85,88,"j45",1,-5
"0020800367",2008-12-17,"Regular Season","GSW @ IND","Indiana Pacers","Golden State Warriors",127,120,"j3210",4,2
"0020800367",2008-12-17,"Regular Season","GSW @ IND","Indiana Pacers","Golden State Warriors",127,120,"j45",-3,4
"0020800368",2008-12-17,"Regular Season","MIL @ PHI","Philadelphia 76ers","Milwaukee Bucks",93,88,"j3210",11,-4
"0020800368",2008-12-17,"Regular Season","MIL @ PHI","Philadelphia 76ers","Milwaukee Bucks",93,88,"j45",2,-4
"0020800369",2008-12-17,"Regular Season","DAL @ TOR","Toronto Raptors","Dallas Mavericks",86,96,"j3210",-4,-4
"0020800369",2008-12-17,"Regular Season","DAL @ TOR","Toronto Raptors","Dallas Mavericks",86,96,"j45",-4,2
"0020800370",2008-12-17,"Regular Season","WAS @ DET","Detroit Pistons","Washington Wizards",88,74,"j3210",6,-3
"0020800370",2008-12-17,"Regular Season","WAS @ DET","Detroit Pistons","Washington Wizards",88,74,"j45",5,6
"0020800373",2008-12-17,"Regular Season","LAC @ CHI","Chicago Bulls","Los Angeles Clippers",115,109,"j3210",2,-2
"0020800373",2008-12-17,"Regular Season","LAC @ CHI","Chicago Bulls","Los Angeles Clippers",115,109,"j45",2,-2
"0020800374",2008-12-17,"Regular Season","SAS @ NOH","New Orleans Hornets","San Antonio Spurs",90,83,"j3210",-5,4
"0020800374",2008-12-17,"Regular Season","SAS @ NOH","New Orleans Hornets","San Antonio Spurs",90,83,"j45",-6,14
"0020800375",2008-12-18,"Regular Season","SAS @ ORL","Orlando Magic","San Antonio Spurs",90,78,"j3210",6,0
"0020800375",2008-12-18,"Regular Season","SAS @ ORL","Orlando Magic","San Antonio Spurs",90,78,"j45",2,4
"0020800376",2008-12-18,"Regular Season","PHX @ POR","Portland Trail Blazers","Phoenix Suns",124,119,"j3210",-3,1
"0020800376",2008-12-18,"Regular Season","PHX @ POR","Portland Trail Blazers","Phoenix Suns",124,119,"j45",0,7
"0020800377",2008-12-19,"Regular Season","LAC @ IND","Indiana Pacers","Los Angeles Clippers",109,117,"j3210",-3,4
"0020800377",2008-12-19,"Regular Season","LAC @ IND","Indiana Pacers","Los Angeles Clippers",109,117,"j45",3,-4
"0020800378",2008-12-19,"Regular Season","PHI @ WAS","Washington Wizards","Philadelphia 76ers",103,109,"j3210",-4,-5
"0020800378",2008-12-19,"Regular Season","PHI @ WAS","Washington Wizards","Philadelphia 76ers",103,109,"j45",-2,5
"0020800379",2008-12-19,"Regular Season","GSW @ ATL","Atlanta Hawks","Golden State Warriors",115,99,"j3210",10,0
"0020800379",2008-12-19,"Regular Season","GSW @ ATL","Atlanta Hawks","Golden State Warriors",115,99,"j45",-13,19
"0020800381",2008-12-19,"Regular Season","DAL @ NJN","New Jersey Nets","Dallas Mavericks",121,97,"j3210",21,-2
"0020800381",2008-12-19,"Regular Season","DAL @ NJN","New Jersey Nets","Dallas Mavericks",121,97,"j45",1,4
"0020800382",2008-12-19,"Regular Season","MIL @ NYK","New York Knicks","Milwaukee Bucks",81,105,"j3210",-8,-5
"0020800382",2008-12-19,"Regular Season","MIL @ NYK","New York Knicks","Milwaukee Bucks",81,105,"j45",5,-16
"0020800383",2008-12-19,"Regular Season","UTA @ DET","Detroit Pistons","Utah Jazz",114,120,"j3210",-2,-1
"0020800383",2008-12-19,"Regular Season","UTA @ DET","Detroit Pistons","Utah Jazz",114,120,"j45",2,1
"0020800386",2008-12-19,"Regular Season","TOR @ OKC","Oklahoma City Thunder","Toronto Raptors",91,83,"j3210",-10,0
"0020800386",2008-12-19,"Regular Season","TOR @ OKC","Oklahoma City Thunder","Toronto Raptors",91,83,"j45",8,10
"0020800387",2008-12-19,"Regular Season","SAC @ HOU","Houston Rockets","Sacramento Kings",107,96,"j3210",-15,9
"0020800387",2008-12-19,"Regular Season","SAC @ HOU","Houston Rockets","Sacramento Kings",107,96,"j45",8,9
"0020800388",2008-12-19,"Regular Season","CLE @ DEN","Denver Nuggets","Cleveland Cavaliers",88,105,"j3210",-2,-1
"0020800388",2008-12-19,"Regular Season","CLE @ DEN","Denver Nuggets","Cleveland Cavaliers",88,105,"j45",2,-16
"0020800389",2008-12-20,"Regular Season","GSW @ CHA","Charlotte Bobcats","Golden State Warriors",103,110,"j3210",1,-1
"0020800389",2008-12-20,"Regular Season","GSW @ CHA","Charlotte Bobcats","Golden State Warriors",103,110,"j45",-2,-5
"0020800391",2008-12-20,"Regular Season","IND @ PHI","Philadelphia 76ers","Indiana Pacers",94,95,"j3210",1,-9
"0020800391",2008-12-20,"Regular Season","IND @ PHI","Philadelphia 76ers","Indiana Pacers",94,95,"j45",-1,8
"0020800392",2008-12-20,"Regular Season","HOU @ MIN","Minnesota Timberwolves","Houston Rockets",102,109,"j3210",4,-1
"0020800392",2008-12-20,"Regular Season","HOU @ MIN","Minnesota Timberwolves","Houston Rockets",102,109,"j45",-1,-9
"0020800393",2008-12-20,"Regular Season","MIA @ NJN","New Jersey Nets","Miami Heat",103,106,"j3210",3,-4
"0020800393",2008-12-20,"Regular Season","MIA @ NJN","New Jersey Nets","Miami Heat",103,106,"j45",-4,2
"0020800394",2008-12-20,"Regular Season","SAC @ NOH","New Orleans Hornets","Sacramento Kings",99,90,"j3210",-1,0
"0020800394",2008-12-20,"Regular Season","SAC @ NOH","New Orleans Hornets","Sacramento Kings",99,90,"j45",-5,15
"0020800396",2008-12-20,"Regular Season","LAC @ MIL","Milwaukee Bucks","Los Angeles Clippers",119,85,"j3210",5,0
"0020800396",2008-12-20,"Regular Season","LAC @ MIL","Milwaukee Bucks","Los Angeles Clippers",119,85,"j45",8,21
"0020800397",2008-12-20,"Regular Season","TOR @ SAS","San Antonio Spurs","Toronto Raptors",107,97,"j3210",9,-4
"0020800397",2008-12-20,"Regular Season","TOR @ SAS","San Antonio Spurs","Toronto Raptors",107,97,"j45",3,2
"0020800398",2008-12-20,"Regular Season","DEN @ PHX","Phoenix Suns","Denver Nuggets",108,101,"j3210",-12,5
"0020800398",2008-12-20,"Regular Season","DEN @ PHX","Phoenix Suns","Denver Nuggets",108,101,"j45",2,12
"0020800400",2008-12-21,"Regular Season","NYK @ BOS","Boston Celtics","New York Knicks",124,105,"j3210",14,-11
"0020800400",2008-12-21,"Regular Season","NYK @ BOS","Boston Celtics","New York Knicks",124,105,"j45",-4,20
"0020800401",2008-12-21,"Regular Season","DAL @ WAS","Washington Wizards","Dallas Mavericks",86,97,"j3210",-7,0
"0020800401",2008-12-21,"Regular Season","DAL @ WAS","Washington Wizards","Dallas Mavericks",86,97,"j45",-1,-3
"0020800402",2008-12-21,"Regular Season","CLE @ OKC","Oklahoma City Thunder","Cleveland Cavaliers",91,102,"j3210",-13,-4
"0020800402",2008-12-21,"Regular Season","CLE @ OKC","Oklahoma City Thunder","Cleveland Cavaliers",91,102,"j45",8,-2
"0020800403",2008-12-22,"Regular Season","GSW @ ORL","Orlando Magic","Golden State Warriors",113,81,"j3210",23,-5
"0020800403",2008-12-22,"Regular Season","GSW @ ORL","Orlando Magic","Golden State Warriors",113,81,"j45",3,11
"0020800404",2008-12-22,"Regular Season","HOU @ NJN","New Jersey Nets","Houston Rockets",91,114,"j3210",-11,-2
"0020800404",2008-12-22,"Regular Season","HOU @ NJN","New Jersey Nets","Houston Rockets",91,114,"j45",0,-10
"0020800406",2008-12-22,"Regular Season","SAC @ SAS","San Antonio Spurs","Sacramento Kings",101,85,"j3210",5,2
"0020800406",2008-12-22,"Regular Season","SAC @ SAS","San Antonio Spurs","Sacramento Kings",101,85,"j45",0,9
"0020800407",2008-12-22,"Regular Season","POR @ DEN","Denver Nuggets","Portland Trail Blazers",97,89,"j3210",0,-2
"0020800407",2008-12-22,"Regular Season","POR @ DEN","Denver Nuggets","Portland Trail Blazers",97,89,"j45",14,-4
"0020800408",2008-12-22,"Regular Season","TOR @ LAC","Los Angeles Clippers","Toronto Raptors",75,97,"j3210",-9,-9
"0020800408",2008-12-22,"Regular Season","TOR @ LAC","Los Angeles Clippers","Toronto Raptors",75,97,"j45",5,-9
"0020800409",2008-12-23,"Regular Season","OKC @ ATL","Atlanta Hawks","Oklahoma City Thunder",99,88,"j3210",0,-2
"0020800409",2008-12-23,"Regular Season","OKC @ ATL","Atlanta Hawks","Oklahoma City Thunder",99,88,"j45",-3,16
"0020800410",2008-12-23,"Regular Season","WAS @ CHA","Charlotte Bobcats","Washington Wizards",80,72,"j3210",-2,-3
"0020800410",2008-12-23,"Regular Season","WAS @ CHA","Charlotte Bobcats","Washington Wizards",80,72,"j45",-1,14
"0020800411",2008-12-23,"Regular Season","HOU @ CLE","Cleveland Cavaliers","Houston Rockets",99,90,"j3210",-2,2
"0020800411",2008-12-23,"Regular Season","HOU @ CLE","Cleveland Cavaliers","Houston Rockets",99,90,"j45",10,-1
"0020800414",2008-12-23,"Regular Season","GSW @ MIA","Miami Heat","Golden State Warriors",96,88,"j3210",-7,-2
"0020800414",2008-12-23,"Regular Season","GSW @ MIA","Miami Heat","Golden State Warriors",96,88,"j45",12,5
"0020800418",2008-12-23,"Regular Season","MEM @ DAL","Dallas Mavericks","Memphis Grizzlies",100,82,"j3210",14,5
"0020800418",2008-12-23,"Regular Season","MEM @ DAL","Dallas Mavericks","Memphis Grizzlies",100,82,"j45",-4,3
"0020800419",2008-12-23,"Regular Season","MIN @ SAS","San Antonio Spurs","Minnesota Timberwolves",99,93,"j3210",2,-6
"0020800419",2008-12-23,"Regular Season","MIN @ SAS","San Antonio Spurs","Minnesota Timberwolves",99,93,"j45",0,10
"0020800420",2008-12-23,"Regular Season","DEN @ POR","Portland Trail Blazers","Denver Nuggets",101,92,"j3210",20,-8
"0020800420",2008-12-23,"Regular Season","DEN @ POR","Portland Trail Blazers","Denver Nuggets",101,92,"j45",5,-8
"0020800421",2008-12-25,"Regular Season","NOH @ ORL","Orlando Magic","New Orleans Hornets",88,68,"j3210",2,9
"0020800421",2008-12-25,"Regular Season","NOH @ ORL","Orlando Magic","New Orleans Hornets",88,68,"j45",-2,11
"0020800422",2008-12-25,"Regular Season","SAS @ PHX","Phoenix Suns","San Antonio Spurs",90,91,"j3210",-10,2
"0020800422",2008-12-25,"Regular Season","SAS @ PHX","Phoenix Suns","San Antonio Spurs",90,91,"j45",5,2
"0020800424",2008-12-25,"Regular Season","WAS @ CLE","Cleveland Cavaliers","Washington Wizards",93,89,"j3210",1,-4
"0020800424",2008-12-25,"Regular Season","WAS @ CLE","Cleveland Cavaliers","Washington Wizards",93,89,"j45",5,2
"0020800425",2008-12-25,"Regular Season","DAL @ POR","Portland Trail Blazers","Dallas Mavericks",94,102,"j3210",-6,2
"0020800425",2008-12-25,"Regular Season","DAL @ POR","Portland Trail Blazers","Dallas Mavericks",94,102,"j45",3,-5
"0020800426",2008-12-26,"Regular Season","CHI @ MIA","Miami Heat","Chicago Bulls",90,77,"j3210",9,-2
"0020800426",2008-12-26,"Regular Season","CHI @ MIA","Miami Heat","Chicago Bulls",90,77,"j45",7,-1
"0020800427",2008-12-26,"Regular Season","CHA @ NJN","New Jersey Nets","Charlotte Bobcats",87,95,"j3210",10,-9
"0020800427",2008-12-26,"Regular Season","CHA @ NJN","New Jersey Nets","Charlotte Bobcats",87,95,"j45",-4,-5
"0020800428",2008-12-26,"Regular Season","MIN @ NYK","New York Knicks","Minnesota Timberwolves",107,120,"j3210",2,-3
"0020800428",2008-12-26,"Regular Season","MIN @ NYK","New York Knicks","Minnesota Timberwolves",107,120,"j45",-5,-7
"0020800429",2008-12-26,"Regular Season","OKC @ DET","Detroit Pistons","Oklahoma City Thunder",90,88,"j3210",12,-10
"0020800429",2008-12-26,"Regular Season","OKC @ DET","Detroit Pistons","Oklahoma City Thunder",90,88,"j45",0,0
"0020800430",2008-12-26,"Regular Season","IND @ MEM","Memphis Grizzlies","Indiana Pacers",108,105,"j3210",8,-1
"0020800430",2008-12-26,"Regular Season","IND @ MEM","Memphis Grizzlies","Indiana Pacers",108,105,"j45",3,-7
"0020800431",2008-12-26,"Regular Season","HOU @ NOH","New Orleans Hornets","Houston Rockets",88,79,"j3210",-2,1
"0020800431",2008-12-26,"Regular Season","HOU @ NOH","New Orleans Hornets","Houston Rockets",88,79,"j45",2,8
"0020800432",2008-12-26,"Regular Season","PHI @ DEN","Denver Nuggets","Philadelphia 76ers",105,101,"j3210",11,-2
"0020800432",2008-12-26,"Regular Season","PHI @ DEN","Denver Nuggets","Philadelphia 76ers",105,101,"j45",2,-7
"0020800433",2008-12-26,"Regular Season","DAL @ UTA","Utah Jazz","Dallas Mavericks",97,88,"j3210",-1,-1
"0020800433",2008-12-26,"Regular Season","DAL @ UTA","Utah Jazz","Dallas Mavericks",97,88,"j45",0,11
"0020800434",2008-12-26,"Regular Season","TOR @ SAC","Sacramento Kings","Toronto Raptors",101,107,"j3210",-2,3
"0020800434",2008-12-26,"Regular Season","TOR @ SAC","Sacramento Kings","Toronto Raptors",101,107,"j45",5,-12
"0020800436",2008-12-27,"Regular Season","CHI @ ATL","Atlanta Hawks","Chicago Bulls",129,117,"j3210",-1,4
"0020800436",2008-12-27,"Regular Season","CHI @ ATL","Atlanta Hawks","Chicago Bulls",129,117,"j45",11,-2
"0020800438",2008-12-27,"Regular Season","OKC @ WAS","Washington Wizards","Oklahoma City Thunder",104,95,"j3210",-1,4
