"GAME_ID","GAME_DATE","SEASON_TYPE","MATCHUP","HOME_TEAM","AWAY_TEAM","HOME_PTS","AWAY_PTS","nh","j3210","j45"
"0020800630",2009-01-23,"Regular Season","PHX @ CHA","Charlotte Bobcats","Phoenix Suns",98,76,"j45",4,25
"0020800631",2009-01-23,"Regular Season","DAL @ DET","Detroit Pistons","Dallas Mavericks",91,112,"j3210",-9,-3
"0020800631",2009-01-23,"Regular Season","DAL @ DET","Detroit Pistons","Dallas Mavericks",91,112,"j45",-1,-8
"0020800632",2009-01-23,"Regular Season","HOU @ IND","Indiana Pacers","Houston Rockets",107,102,"j3210",9,-2
"0020800632",2009-01-23,"Regular Season","HOU @ IND","Indiana Pacers","Houston Rockets",107,102,"j45",5,-7
"0020800634",2009-01-23,"Regular Season","MEM @ NYK","New York Knicks","Memphis Grizzlies",108,88,"j3210",28,4
"0020800634",2009-01-23,"Regular Season","MEM @ NYK","New York Knicks","Memphis Grizzlies",108,88,"j45",3,-15
"0020800635",2009-01-23,"Regular Season","NOH @ MIN","Minnesota Timberwolves","New Orleans Hornets",116,108,"j3210",0,1
"0020800635",2009-01-23,"Regular Season","NOH @ MIN","Minnesota Timberwolves","New Orleans Hornets",116,108,"j45",-2,9
"0020800636",2009-01-23,"Regular Season","TOR @ CHI","Chicago Bulls","Toronto Raptors",94,114,"j3210",4,-8
"0020800636",2009-01-23,"Regular Season","TOR @ CHI","Chicago Bulls","Toronto Raptors",94,114,"j45",-2,-14
"0020800637",2009-01-23,"Regular Season","NJN @ SAS","San Antonio Spurs","New Jersey Nets",94,91,"j3210",-11,2
"0020800637",2009-01-23,"Regular Season","NJN @ SAS","San Antonio Spurs","New Jersey Nets",94,91,"j45",11,1
"0020800638",2009-01-23,"Regular Season","CLE @ GSW","Golden State Warriors","Cleveland Cavaliers",105,106,"j3210",7,-4
"0020800638",2009-01-23,"Regular Season","CLE @ GSW","Golden State Warriors","Cleveland Cavaliers",105,106,"j45",-4,2
"0020800639",2009-01-23,"Regular Season","OKC @ LAC","Los Angeles Clippers","Oklahoma City Thunder",107,104,"j3210",-6,0
"0020800639",2009-01-23,"Regular Season","OKC @ LAC","Los Angeles Clippers","Oklahoma City Thunder",107,104,"j45",1,8
"0020800641",2009-01-24,"Regular Season","ORL @ MIA","Miami Heat","Orlando Magic",103,97,"j3210",18,-8
"0020800641",2009-01-24,"Regular Season","ORL @ MIA","Miami Heat","Orlando Magic",103,97,"j45",1,-5
"0020800644",2009-01-24,"Regular Season","CLE @ UTA","Utah Jazz","Cleveland Cavaliers",97,102,"j3210",10,-1
"0020800644",2009-01-24,"Regular Season","CLE @ UTA","Utah Jazz","Cleveland Cavaliers",97,102,"j45",-2,-12
"0020800645",2009-01-24,"Regular Season","WAS @ POR","Portland Trail Blazers","Washington Wizards",100,87,"j3210",6,-5
"0020800645",2009-01-24,"Regular Season","WAS @ POR","Portland Trail Blazers","Washington Wizards",100,87,"j45",4,8
"0020800646",2009-01-25,"Regular Season","DAL @ BOS","Boston Celtics","Dallas Mavericks",124,100,"j3210",16,-5
"0020800646",2009-01-25,"Regular Season","DAL @ BOS","Boston Celtics","Dallas Mavericks",124,100,"j45",0,13
"0020800647",2009-01-25,"Regular Season","SAS @ LAL","Los Angeles Lakers","San Antonio Spurs",99,85,"j3210",7,0
"0020800647",2009-01-25,"Regular Season","SAS @ LAL","Los Angeles Lakers","San Antonio Spurs",99,85,"j45",-6,13
"0020800648",2009-01-25,"Regular Season","PHX @ ATL","Atlanta Hawks","Phoenix Suns",99,104,"j3210",17,-7
"0020800648",2009-01-25,"Regular Season","PHX @ ATL","Atlanta Hawks","Phoenix Suns",99,104,"j45",0,-15
"0020800649",2009-01-25,"Regular Season","SAC @ TOR","Toronto Raptors","Sacramento Kings",113,97,"j3210",-5,7
"0020800649",2009-01-25,"Regular Season","SAC @ TOR","Toronto Raptors","Sacramento Kings",113,97,"j45",5,9
"0020800651",2009-01-25,"Regular Season","CHA @ IND","Indiana Pacers","Charlotte Bobcats",98,93,"j3210",5,-8
"0020800651",2009-01-25,"Regular Season","CHA @ IND","Indiana Pacers","Charlotte Bobcats",98,93,"j45",8,0
"0020800652",2009-01-25,"Regular Season","CHI @ MIN","Minnesota Timberwolves","Chicago Bulls",109,108,"j3210",12,3
"0020800652",2009-01-25,"Regular Season","CHI @ MIN","Minnesota Timberwolves","Chicago Bulls",109,108,"j45",-4,-11
"0020800653",2009-01-25,"Regular Season","UTA @ DEN","Denver Nuggets","Utah Jazz",117,97,"j3210",8,5
"0020800653",2009-01-25,"Regular Season","UTA @ DEN","Denver Nuggets","Utah Jazz",117,97,"j45",-4,11
"0020800655",2009-01-26,"Regular Season","PHX @ WAS","Washington Wizards","Phoenix Suns",87,103,"j3210",-3,-3
"0020800655",2009-01-26,"Regular Season","PHX @ WAS","Washington Wizards","Phoenix Suns",87,103,"j45",-2,-8
"0020800656",2009-01-26,"Regular Season","ATL @ MIA","Miami Heat","Atlanta Hawks",95,79,"j3210",4,12
"0020800656",2009-01-26,"Regular Season","ATL @ MIA","Miami Heat","Atlanta Hawks",95,79,"j45",0,0
"0020800657",2009-01-26,"Regular Season","HOU @ NYK","New York Knicks","Houston Rockets",104,98,"j3210",2,11
"0020800657",2009-01-26,"Regular Season","HOU @ NYK","New York Knicks","Houston Rockets",104,98,"j45",-3,-4
"0020800658",2009-01-26,"Regular Season","MIN @ MIL","Milwaukee Bucks","Minnesota Timberwolves",83,90,"j3210",-3,1
"0020800658",2009-01-26,"Regular Season","MIN @ MIL","Milwaukee Bucks","Minnesota Timberwolves",83,90,"j45",2,-7
"0020800659",2009-01-26,"Regular Season","PHI @ NOH","New Orleans Hornets","Philadelphia 76ers",101,86,"j3210",-1,7
"0020800659",2009-01-26,"Regular Season","PHI @ NOH","New Orleans Hornets","Philadelphia 76ers",101,86,"j45",-4,13
"0020800660",2009-01-26,"Regular Season","NJN @ OKC","Oklahoma City Thunder","New Jersey Nets",94,85,"j3210",-8,-2
"0020800660",2009-01-26,"Regular Season","NJN @ OKC","Oklahoma City Thunder","New Jersey Nets",94,85,"j45",3,16
"0020800661",2009-01-26,"Regular Season","POR @ LAC","Los Angeles Clippers","Portland Trail Blazers",88,113,"j3210",-14,2
"0020800661",2009-01-26,"Regular Season","POR @ LAC","Los Angeles Clippers","Portland Trail Blazers",88,113,"j45",-14,1
"0020800662",2009-01-27,"Regular Season","SAC @ CLE","Cleveland Cavaliers","Sacramento Kings",117,110,"j3210",-9,-4
"0020800662",2009-01-27,"Regular Season","SAC @ CLE","Cleveland Cavaliers","Sacramento Kings",117,110,"j45",8,12
"0020800663",2009-01-27,"Regular Season","IND @ ORL","Orlando Magic","Indiana Pacers",135,111,"j3210",10,0
"0020800663",2009-01-27,"Regular Season","IND @ ORL","Orlando Magic","Indiana Pacers",135,111,"j45",5,9
"0020800664",2009-01-27,"Regular Season","DEN @ MEM","Memphis Grizzlies","Denver Nuggets",85,100,"j3210",12,-15
"0020800664",2009-01-27,"Regular Season","DEN @ MEM","Memphis Grizzlies","Denver Nuggets",85,100,"j45",-2,-10
"0020800665",2009-01-27,"Regular Season","SAS @ UTA","Utah Jazz","San Antonio Spurs",100,106,"j3210",0,0
"0020800665",2009-01-27,"Regular Season","SAS @ UTA","Utah Jazz","San Antonio Spurs",100,106,"j45",8,-14
"0020800666",2009-01-27,"Regular Season","CHA @ LAL","Los Angeles Lakers","Charlotte Bobcats",110,117,"j3210",4,-3
"0020800666",2009-01-27,"Regular Season","CHA @ LAL","Los Angeles Lakers","Charlotte Bobcats",110,117,"j45",1,1
"0020800667",2009-01-28,"Regular Season","MIL @ IND","Indiana Pacers","Milwaukee Bucks",107,99,"j3210",0,0
"0020800667",2009-01-28,"Regular Season","MIL @ IND","Indiana Pacers","Milwaukee Bucks",107,99,"j45",7,1
"0020800668",2009-01-28,"Regular Season","SAC @ BOS","Boston Celtics","Sacramento Kings",119,100,"j3210",20,0
"0020800668",2009-01-28,"Regular Season","SAC @ BOS","Boston Celtics","Sacramento Kings",119,100,"j45",6,-3
"0020800670",2009-01-28,"Regular Season","TOR @ NJN","New Jersey Nets","Toronto Raptors",106,107,"j3210",-11,1
"0020800670",2009-01-28,"Regular Season","TOR @ NJN","New Jersey Nets","Toronto Raptors",106,107,"j45",-1,10
"0020800671",2009-01-28,"Regular Season","ATL @ NYK","New York Knicks","Atlanta Hawks",112,104,"j3210",3,-2
"0020800671",2009-01-28,"Regular Season","ATL @ NYK","New York Knicks","Atlanta Hawks",112,104,"j45",-1,8
"0020800672",2009-01-28,"Regular Season","DET @ MIN","Minnesota Timberwolves","Detroit Pistons",89,98,"j3210",-6,-9
"0020800672",2009-01-28,"Regular Season","DET @ MIN","Minnesota Timberwolves","Detroit Pistons",89,98,"j45",-3,9
"0020800674",2009-01-28,"Regular Season","MEM @ OKC","Oklahoma City Thunder","Memphis Grizzlies",114,102,"j3210",8,5
"0020800674",2009-01-28,"Regular Season","MEM @ OKC","Oklahoma City Thunder","Memphis Grizzlies",114,102,"j45",6,-19
"0020800676",2009-01-28,"Regular Season","GSW @ DAL","Dallas Mavericks","Golden State Warriors",117,93,"j3210",8,2
"0020800676",2009-01-28,"Regular Season","GSW @ DAL","Dallas Mavericks","Golden State Warriors",117,93,"j45",9,5
"0020800677",2009-01-28,"Regular Season","CHA @ POR","Portland Trail Blazers","Charlotte Bobcats",88,74,"j3210",12,-4
"0020800677",2009-01-28,"Regular Season","CHA @ POR","Portland Trail Blazers","Charlotte Bobcats",88,74,"j45",0,8
"0020800678",2009-01-28,"Regular Season","CHI @ LAC","Los Angeles Clippers","Chicago Bulls",75,95,"j3210",4,-1
"0020800678",2009-01-28,"Regular Season","CHI @ LAC","Los Angeles Clippers","Chicago Bulls",75,95,"j45",-2,-21
"0020800679",2009-01-29,"Regular Season","CLE @ ORL","Orlando Magic","Cleveland Cavaliers",99,88,"j3210",-6,3
"0020800679",2009-01-29,"Regular Season","CLE @ ORL","Orlando Magic","Cleveland Cavaliers",99,88,"j45",3,11
"0020800680",2009-01-29,"Regular Season","SAS @ PHX","Phoenix Suns","San Antonio Spurs",104,114,"j3210",-11,-2
"0020800680",2009-01-29,"Regular Season","SAS @ PHX","Phoenix Suns","San Antonio Spurs",104,114,"j45",2,3
"0020800683",2009-01-30,"Regular Season","WAS @ PHI","Philadelphia 76ers","Washington Wizards",104,94,"j3210",4,-5
"0020800683",2009-01-30,"Regular Season","WAS @ PHI","Philadelphia 76ers","Washington Wizards",104,94,"j45",-2,13
"0020800684",2009-01-30,"Regular Season","MIL @ TOR","Toronto Raptors","Milwaukee Bucks",85,96,"j3210",-1,-3
"0020800684",2009-01-30,"Regular Season","MIL @ TOR","Toronto Raptors","Milwaukee Bucks",85,96,"j45",-2,-5
"0020800685",2009-01-30,"Regular Season","NJN @ ATL","Atlanta Hawks","New Jersey Nets",105,88,"j3210",-1,7
"0020800685",2009-01-30,"Regular Season","NJN @ ATL","Atlanta Hawks","New Jersey Nets",105,88,"j45",14,-3
"0020800686",2009-01-30,"Regular Season","LAC @ CLE","Cleveland Cavaliers","Los Angeles Clippers",112,95,"j3210",-1,-6
"0020800686",2009-01-30,"Regular Season","LAC @ CLE","Cleveland Cavaliers","Los Angeles Clippers",112,95,"j45",5,19
"0020800687",2009-01-30,"Regular Season","LAL @ MIN","Minnesota Timberwolves","Los Angeles Lakers",119,132,"j3210",-8,-3
"0020800687",2009-01-30,"Regular Season","LAL @ MIN","Minnesota Timberwolves","Los Angeles Lakers",119,132,"j45",11,-13
"0020800688",2009-01-30,"Regular Season","CHA @ DEN","Denver Nuggets","Charlotte Bobcats",110,99,"j3210",-1,3
"0020800688",2009-01-30,"Regular Season","CHA @ DEN","Denver Nuggets","Charlotte Bobcats",110,99,"j45",-2,11
"0020800689",2009-01-30,"Regular Season","OKC @ UTA","Utah Jazz","Oklahoma City Thunder",110,90,"j3210",11,-2
"0020800689",2009-01-30,"Regular Season","OKC @ UTA","Utah Jazz","Oklahoma City Thunder",110,90,"j45",1,10
"0020800690",2009-01-30,"Regular Season","GSW @ NOH","New Orleans Hornets","Golden State Warriors",87,91,"j3210",3,0
"0020800690",2009-01-30,"Regular Season","GSW @ NOH","New Orleans Hornets","Golden State Warriors",87,91,"j45",-13,6
"0020800691",2009-01-30,"Regular Season","CHI @ SAC","Sacramento Kings","Chicago Bulls",88,109,"j3210",-10,-3
"0020800691",2009-01-30,"Regular Season","CHI @ SAC","Sacramento Kings","Chicago Bulls",88,109,"j45",3,-11
"0020800692",2009-01-31,"Regular Season","NYK @ IND","Indiana Pacers","New York Knicks",113,122,"j3210",7,-1
"0020800692",2009-01-31,"Regular Season","NYK @ IND","Indiana Pacers","New York Knicks",113,122,"j45",-18,2
"0020800693",2009-01-31,"Regular Season","NJN @ PHI","Philadelphia 76ers","New Jersey Nets",83,85,"j3210",-6,1
"0020800693",2009-01-31,"Regular Season","NJN @ PHI","Philadelphia 76ers","New Jersey Nets",83,85,"j45",6,-3
"0020800694",2009-01-31,"Regular Season","DAL @ MIA","Miami Heat","Dallas Mavericks",96,111,"j3210",-6,1
"0020800694",2009-01-31,"Regular Season","DAL @ MIA","Miami Heat","Dallas Mavericks",96,111,"j45",-2,-8
"0020800695",2009-01-31,"Regular Season","LAL @ MEM","Memphis Grizzlies","Los Angeles Lakers",98,115,"j3210",-10,1
"0020800695",2009-01-31,"Regular Season","LAL @ MEM","Memphis Grizzlies","Los Angeles Lakers",98,115,"j45",-2,-6
"0020800696",2009-01-31,"Regular Season","LAC @ WAS","Washington Wizards","Los Angeles Clippers",106,94,"j3210",2,1
"0020800696",2009-01-31,"Regular Season","LAC @ WAS","Washington Wizards","Los Angeles Clippers",106,94,"j45",11,-3
"0020800698",2009-01-31,"Regular Season","ATL @ MIL","Milwaukee Bucks","Atlanta Hawks",110,107,"j3210",18,-2
"0020800698",2009-01-31,"Regular Season","ATL @ MIL","Milwaukee Bucks","Atlanta Hawks",110,107,"j45",3,-16
"0020800699",2009-01-31,"Regular Season","NOH @ SAS","San Antonio Spurs","New Orleans Hornets",106,93,"j3210",-2,8
"0020800699",2009-01-31,"Regular Season","NOH @ SAS","San Antonio Spurs","New Orleans Hornets",106,93,"j45",5,2
"0020800700",2009-01-31,"Regular Season","CHI @ PHX","Phoenix Suns","Chicago Bulls",111,122,"j3210",-8,0
"0020800700",2009-01-31,"Regular Season","CHI @ PHX","Phoenix Suns","Chicago Bulls",111,122,"j45",6,-9
"0020800702",2009-02-01,"Regular Season","MIN @ BOS","Boston Celtics","Minnesota Timberwolves",109,101,"j3210",8,3
"0020800702",2009-02-01,"Regular Season","MIN @ BOS","Boston Celtics","Minnesota Timberwolves",109,101,"j45",6,-9
"0020800704",2009-02-01,"Regular Season","CLE @ DET","Detroit Pistons","Cleveland Cavaliers",80,90,"j3210",-18,7
"0020800704",2009-02-01,"Regular Season","CLE @ DET","Detroit Pistons","Cleveland Cavaliers",80,90,"j45",6,-5
"0020800705",2009-02-01,"Regular Season","OKC @ SAC","Sacramento Kings","Oklahoma City Thunder",122,118,"j3210",4,-1
"0020800705",2009-02-01,"Regular Season","OKC @ SAC","Sacramento Kings","Oklahoma City Thunder",122,118,"j45",0,-3
"0020800706",2009-02-02,"Regular Season","DAL @ ORL","Orlando Magic","Dallas Mavericks",95,105,"j3210",2,-2
"0020800706",2009-02-02,"Regular Season","DAL @ ORL","Orlando Magic","Dallas Mavericks",95,105,"j45",4,-14
"0020800707",2009-02-02,"Regular Season","MEM @ WAS","Washington Wizards","Memphis Grizzlies",97,113,"j3210",-4,-19
"0020800707",2009-02-02,"Regular Season","MEM @ WAS","Washington Wizards","Memphis Grizzlies",97,113,"j45",0,7
"0020800708",2009-02-02,"Regular Season","LAC @ MIA","Miami Heat","Los Angeles Clippers",119,95,"j3210",16,1
"0020800708",2009-02-02,"Regular Season","LAC @ MIA","Miami Heat","Los Angeles Clippers",119,95,"j45",-1,8
"0020800709",2009-02-02,"Regular Season","LAL @ NYK","New York Knicks","Los Angeles Lakers",117,126,"j3210",5,-4
"0020800709",2009-02-02,"Regular Season","LAL @ NYK","New York Knicks","Los Angeles Lakers",117,126,"j45",-3,-7
"0020800710",2009-02-02,"Regular Season","POR @ NOH","New Orleans Hornets","Portland Trail Blazers",89,97,"j3210",-18,4
"0020800710",2009-02-02,"Regular Season","POR @ NOH","New Orleans Hornets","Portland Trail Blazers",89,97,"j45",1,5
"0020800711",2009-02-02,"Regular Season","SAC @ PHX","Phoenix Suns","Sacramento Kings",129,81,"j3210",14,7
"0020800711",2009-02-02,"Regular Season","SAC @ PHX","Phoenix Suns","Sacramento Kings",129,81,"j45",7,20
"0020800713",2009-02-02,"Regular Season","SAS @ GSW","Golden State Warriors","San Antonio Spurs",105,110,"j3210",1,0
"0020800713",2009-02-02,"Regular Season","SAS @ GSW","Golden State Warriors","San Antonio Spurs",105,110,"j45",-1,0
"0020800714",2009-02-03,"Regular Season","TOR @ CLE","Cleveland Cavaliers","Toronto Raptors",101,83,"j3210",-1,-1
"0020800714",2009-02-03,"Regular Season","TOR @ CLE","Cleveland Cavaliers","Toronto Raptors",101,83,"j45",0,20
"0020800715",2009-02-03,"Regular Season","MIN @ IND","Indiana Pacers","Minnesota Timberwolves",111,116,"j3210",0,3
"0020800715",2009-02-03,"Regular Season","MIN @ IND","Indiana Pacers","Minnesota Timberwolves",111,116,"j45",-9,1
"0020800716",2009-02-03,"Regular Season","BOS @ PHI","Philadelphia 76ers","Boston Celtics",99,100,"j3210",1,4
"0020800716",2009-02-03,"Regular Season","BOS @ PHI","Philadelphia 76ers","Boston Celtics",99,100,"j45",-2,-4
"0020800717",2009-02-03,"Regular Season","MIL @ NJN","New Jersey Nets","Milwaukee Bucks",99,85,"j3210",-8,11
"0020800717",2009-02-03,"Regular Season","MIL @ NJN","New Jersey Nets","Milwaukee Bucks",99,85,"j45",5,6
"0020800718",2009-02-03,"Regular Season","CHI @ HOU","Houston Rockets","Chicago Bulls",107,100,"j3210",-6,2
"0020800718",2009-02-03,"Regular Season","CHI @ HOU","Houston Rockets","Chicago Bulls",107,100,"j45",3,8
"0020800719",2009-02-03,"Regular Season","SAS @ DEN","Denver Nuggets","San Antonio Spurs",104,96,"j3210",9,1
"0020800719",2009-02-03,"Regular Season","SAS @ DEN","Denver Nuggets","San Antonio Spurs",104,96,"j45",1,-3
"0020800721",2009-02-04,"Regular Season","LAL @ TOR","Toronto Raptors","Los Angeles Lakers",107,115,"j3210",-3,0
"0020800721",2009-02-04,"Regular Season","LAL @ TOR","Toronto Raptors","Los Angeles Lakers",107,115,"j45",-19,14
"0020800722",2009-02-04,"Regular Season","NJN @ WAS","Washington Wizards","New Jersey Nets",88,115,"j3210",-1,-5
"0020800722",2009-02-04,"Regular Season","NJN @ WAS","Washington Wizards","New Jersey Nets",88,115,"j45",-5,-16
"0020800723",2009-02-04,"Regular Season","MIA @ DET","Detroit Pistons","Miami Heat",93,90,"j3210",6,-6
"0020800723",2009-02-04,"Regular Season","MIA @ DET","Detroit Pistons","Miami Heat",93,90,"j45",0,3
"0020800724",2009-02-04,"Regular Season","CLE @ NYK","New York Knicks","Cleveland Cavaliers",102,107,"j3210",6,-3
"0020800724",2009-02-04,"Regular Season","CLE @ NYK","New York Knicks","Cleveland Cavaliers",102,107,"j45",6,-14
"0020800725",2009-02-04,"Regular Season","HOU @ MEM","Memphis Grizzlies","Houston Rockets",104,93,"j3210",5,-8
"0020800725",2009-02-04,"Regular Season","HOU @ MEM","Memphis Grizzlies","Houston Rockets",104,93,"j45",0,14
"0020800726",2009-02-04,"Regular Season","ATL @ MIN","Minnesota Timberwolves","Atlanta Hawks",86,94,"j3210",-10,3
"0020800726",2009-02-04,"Regular Season","ATL @ MIN","Minnesota Timberwolves","Atlanta Hawks",86,94,"j45",-2,1
"0020800727",2009-02-04,"Regular Season","CHI @ NOH","New Orleans Hornets","Chicago Bulls",93,107,"j3210",8,-3
"0020800727",2009-02-04,"Regular Season","CHI @ NOH","New Orleans Hornets","Chicago Bulls",93,107,"j45",-5,-14
"0020800728",2009-02-04,"Regular Season","DEN @ OKC","Oklahoma City Thunder","Denver Nuggets",113,114,"j3210",0,-1
"0020800728",2009-02-04,"Regular Season","DEN @ OKC","Oklahoma City Thunder","Denver Nuggets",113,114,"j45",-4,4
"0020800730",2009-02-04,"Regular Season","PHX @ GSW","Golden State Warriors","Phoenix Suns",124,112,"j3210",2,4
"0020800730",2009-02-04,"Regular Season","PHX @ GSW","Golden State Warriors","Phoenix Suns",124,112,"j45",5,1
"0020800732",2009-02-05,"Regular Season","LAL @ BOS","Boston Celtics","Los Angeles Lakers",109,110,"j3210",2,-1
"0020800732",2009-02-05,"Regular Season","LAL @ BOS","Boston Celtics","Los Angeles Lakers",109,110,"j45",0,-1
"0020800734",2009-02-06,"Regular Season","ATL @ CHA","Charlotte Bobcats","Atlanta Hawks",97,102,"j3210",0,1
"0020800734",2009-02-06,"Regular Season","ATL @ CHA","Charlotte Bobcats","Atlanta Hawks",97,102,"j45",0,-6
"0020800735",2009-02-06,"Regular Season","ORL @ IND","Indiana Pacers","Orlando Magic",107,102,"j3210",-2,7
"0020800735",2009-02-06,"Regular Season","ORL @ IND","Indiana Pacers","Orlando Magic",107,102,"j45",1,-1
"0020800736",2009-02-06,"Regular Season","BOS @ NYK","New York Knicks","Boston Celtics",100,110,"j3210",-11,4
"0020800736",2009-02-06,"Regular Season","BOS @ NYK","New York Knicks","Boston Celtics",100,110,"j45",0,-3
"0020800737",2009-02-06,"Regular Season","LAC @ MEM","Memphis Grizzlies","Los Angeles Clippers",105,126,"j3210",4,-4
"0020800737",2009-02-06,"Regular Season","LAC @ MEM","Memphis Grizzlies","Los Angeles Clippers",105,126,"j45",-13,-8
"0020800738",2009-02-06,"Regular Season","TOR @ NOH","New Orleans Hornets","Toronto Raptors",101,92,"j3210",9,5
"0020800738",2009-02-06,"Regular Season","TOR @ NOH","New Orleans Hornets","Toronto Raptors",101,92,"j45",-15,10
"0020800739",2009-02-06,"Regular Season","POR @ OKC","Oklahoma City Thunder","Portland Trail Blazers",102,93,"j3210",0,4
"0020800739",2009-02-06,"Regular Season","POR @ OKC","Oklahoma City Thunder","Portland Trail Blazers",102,93,"j45",1,4
"0020800740",2009-02-06,"Regular Season","DEN @ WAS","Washington Wizards","Denver Nuggets",103,124,"j3210",0,-8
"0020800740",2009-02-06,"Regular Season","DEN @ WAS","Washington Wizards","Denver Nuggets",103,124,"j45",-6,-7
"0020800741",2009-02-06,"Regular Season","UTA @ SAC","Sacramento Kings","Utah Jazz",107,111,"j3210",5,5
"0020800741",2009-02-06,"Regular Season","UTA @ SAC","Sacramento Kings","Utah Jazz",107,111,"j45",0,-14
"0020800742",2009-02-06,"Regular Season","GSW @ PHX","Phoenix Suns","Golden State Warriors",115,105,"j3210",-4,1
"0020800742",2009-02-06,"Regular Season","GSW @ PHX","Phoenix Suns","Golden State Warriors",115,105,"j45",13,4
"0020800743",2009-02-07,"Regular Season","LAC @ ATL","Atlanta Hawks","Los Angeles Clippers",97,121,"j3210",-18,1
"0020800743",2009-02-07,"Regular Season","LAC @ ATL","Atlanta Hawks","Los Angeles Clippers",97,121,"j45",-1,-6
"0020800744",2009-02-07,"Regular Season","MIA @ PHI","Philadelphia 76ers","Miami Heat",94,84,"j3210",3,6
"0020800744",2009-02-07,"Regular Season","MIA @ PHI","Philadelphia 76ers","Miami Heat",94,84,"j45",2,-1
"0020800746",2009-02-07,"Regular Season","TOR @ MEM","Memphis Grizzlies","Toronto Raptors",78,70,"j3210",2,0
"0020800746",2009-02-07,"Regular Season","TOR @ MEM","Memphis Grizzlies","Toronto Raptors",78,70,"j45",-5,11
"0020800747",2009-02-07,"Regular Season","CHI @ DAL","Dallas Mavericks","Chicago Bulls",115,114,"j3210",6,-5
"0020800747",2009-02-07,"Regular Season","CHI @ DAL","Dallas Mavericks","Chicago Bulls",115,114,"j45",1,-2
"0020800748",2009-02-07,"Regular Season","MIN @ HOU","Houston Rockets","Minnesota Timberwolves",107,90,"j3210",13,1
"0020800748",2009-02-07,"Regular Season","MIN @ HOU","Houston Rockets","Minnesota Timberwolves",107,90,"j45",10,-7
"0020800749",2009-02-07,"Regular Season","DET @ MIL","Milwaukee Bucks","Detroit Pistons",121,126,"j3210",-1,-4
"0020800749",2009-02-07,"Regular Season","DET @ MIL","Milwaukee Bucks","Detroit Pistons",121,126,"j45",-4,9
"0020800750",2009-02-08,"Regular Season","SAS @ BOS","Boston Celtics","San Antonio Spurs",99,105,"j3210",-12,-4
"0020800750",2009-02-08,"Regular Season","SAS @ BOS","Boston Celtics","San Antonio Spurs",99,105,"j45",10,3
"0020800753",2009-02-08,"Regular Season","NJN @ ORL","Orlando Magic","New Jersey Nets",101,84,"j3210",2,-2
"0020800753",2009-02-08,"Regular Season","NJN @ ORL","Orlando Magic","New Jersey Nets",101,84,"j45",8,9
"0020800754",2009-02-08,"Regular Season","NYK @ POR","Portland Trail Blazers","New York Knicks",109,108,"j3210",-4,2
"0020800754",2009-02-08,"Regular Season","NYK @ POR","Portland Trail Blazers","New York Knicks",109,108,"j45",1,2
"0020800755",2009-02-08,"Regular Season","IND @ WAS","Washington Wizards","Indiana Pacers",119,117,"j3210",4,-2
"0020800755",2009-02-08,"Regular Season","IND @ WAS","Washington Wizards","Indiana Pacers",119,117,"j45",7,-7
"0020800756",2009-02-08,"Regular Season","MIN @ NOH","New Orleans Hornets","Minnesota Timberwolves",101,97,"j3210",0,9
"0020800756",2009-02-08,"Regular Season","MIN @ NOH","New Orleans Hornets","Minnesota Timberwolves",101,97,"j45",4,-9
"0020800757",2009-02-08,"Regular Season","SAC @ OKC","Oklahoma City Thunder","Sacramento Kings",116,113,"j3210",-2,-4
"0020800757",2009-02-08,"Regular Season","SAC @ OKC","Oklahoma City Thunder","Sacramento Kings",116,113,"j45",4,5
"0020800758",2009-02-08,"Regular Season","PHX @ DET","Detroit Pistons","Phoenix Suns",97,107,"j3210",-12,5
"0020800758",2009-02-08,"Regular Season","PHX @ DET","Detroit Pistons","Phoenix Suns",97,107,"j45",5,-8
"0020800759",2009-02-08,"Regular Season","UTA @ GSW","Golden State Warriors","Utah Jazz",116,96,"j3210",0,8
"0020800759",2009-02-08,"Regular Season","UTA @ GSW","Golden State Warriors","Utah Jazz",116,96,"j45",11,1
"0020800760",2009-02-09,"Regular Season","LAC @ CHA","Charlotte Bobcats","Los Angeles Clippers",94,73,"j3210",4,6
"0020800760",2009-02-09,"Regular Season","LAC @ CHA","Charlotte Bobcats","Los Angeles Clippers",94,73,"j45",-3,14
"0020800761",2009-02-09,"Regular Season","PHX @ PHI","Philadelphia 76ers","Phoenix Suns",108,91,"j3210",3,1
"0020800761",2009-02-09,"Regular Season","PHX @ PHI","Philadelphia 76ers","Phoenix Suns",108,91,"j45",3,10
"0020800762",2009-02-09,"Regular Season","NOH @ MEM","Memphis Grizzlies","New Orleans Hornets",85,80,"j3210",-4,-4
"0020800762",2009-02-09,"Regular Season","NOH @ MEM","Memphis Grizzlies","New Orleans Hornets",85,80,"j45",2,11
"0020800763",2009-02-09,"Regular Season","HOU @ MIL","Milwaukee Bucks","Houston Rockets",124,112,"j3210",-10,1
"0020800763",2009-02-09,"Regular Season","HOU @ MIL","Milwaukee Bucks","Houston Rockets",124,112,"j45",1,20
"0020800764",2009-02-10,"Regular Season","WAS @ ATL","Atlanta Hawks","Washington Wizards",111,90,"j3210",-4,12
"0020800764",2009-02-10,"Regular Season","WAS @ ATL","Atlanta Hawks","Washington Wizards",111,90,"j45",11,2
"0020800765",2009-02-10,"Regular Season","CLE @ IND","Indiana Pacers","Cleveland Cavaliers",96,95,"j3210",4,5
